,close,adj close
2007-03-09,12276.320313,12276.320313
2007-03-10,12290.420247666667,12290.420247666667
2007-03-11,12304.520182333334,12304.520182333334
2007-03-12,12318.620117,12318.620117
2007-03-13,12075.959961,12075.959961
2007-03-14,12133.400391,12133.400391
2007-03-15,12159.679688,12159.679688
2007-03-16,12110.410156,12110.410156
2007-03-17,12148.996744666667,12148.996744666667
2007-03-18,12187.583333333332,12187.583333333332
2007-03-19,12226.169922,12226.169922
2007-03-20,12288.099609,12288.099609
2007-03-21,12447.519531,12447.519531
2007-03-22,12461.139648,12461.139648
2007-03-23,12481.009766,12481.009766
2007-03-24,12477.029948333333,12477.029948333333
2007-03-25,12473.050130666667,12473.050130666667
2007-03-26,12469.070313,12469.070313
2007-03-27,12397.290039,12397.290039
2007-03-28,12300.360352,12300.360352
2007-03-29,12348.75,12348.75
2007-03-30,12354.349609,12354.349609
2007-03-31,12363.666341,12363.666341
2007-04-01,12372.983073000001,12372.983073000001
2007-04-02,12382.299805,12382.299805
2007-04-03,12510.299805,12510.299805
2007-04-04,12530.049805,12530.049805
2007-04-05,12560.200195,12560.200195
2007-04-06,12562.43505825,12562.43505825
2007-04-07,12564.6699215,12564.6699215
2007-04-08,12566.90478475,12566.90478475
2007-04-09,12569.139648,12569.139648
2007-04-10,12573.849609,12573.849609
2007-04-11,12484.620117,12484.620117
2007-04-12,12552.959961,12552.959961
2007-04-13,12612.129883,12612.129883
2007-04-14,12648.239909,12648.239909
2007-04-15,12684.349935,12684.349935
2007-04-16,12720.459961,12720.459961
2007-04-17,12773.040039,12773.040039
2007-04-18,12803.839844,12803.839844
2007-04-19,12808.629883,12808.629883
2007-04-20,12961.980469,12961.980469
2007-04-21,12947.787109666666,12947.787109666666
2007-04-22,12933.593750333333,12933.593750333333
2007-04-23,12919.400391,12919.400391
2007-04-24,12953.94043,12953.94043
2007-04-25,13089.889648,13089.889648
2007-04-26,13105.5,13105.5
2007-04-27,13120.94043,13120.94043
2007-04-28,13101.597005333333,13101.597005333333
2007-04-29,13082.253580666667,13082.253580666667
2007-04-30,13062.910156,13062.910156
2007-05-01,13136.139648,13136.139648
2007-05-02,13211.879883,13211.879883
2007-05-03,13241.379883,13241.379883
2007-05-04,13264.620117,13264.620117
2007-05-05,13280.736653666667,13280.736653666667
2007-05-06,13296.853190333333,13296.853190333333
2007-05-07,13312.969727,13312.969727
2007-05-08,13309.070313,13309.070313
2007-05-09,13362.870117,13362.870117
2007-05-10,13215.129883,13215.129883
2007-05-11,13326.219727,13326.219727
2007-05-12,13333.073242333334,13333.073242333334
2007-05-13,13339.926757666666,13339.926757666666
2007-05-14,13346.780273,13346.780273
2007-05-15,13383.839844,13383.839844
2007-05-16,13487.530273,13487.530273
2007-05-17,13476.719727,13476.719727
2007-05-18,13556.530273,13556.530273
2007-05-19,13551.980143,13551.980143
2007-05-20,13547.430013,13547.430013
2007-05-21,13542.879883,13542.879883
2007-05-22,13539.950195,13539.950195
2007-05-23,13525.650391,13525.650391
2007-05-24,13441.129883,13441.129883
2007-05-25,13507.280273,13507.280273
2007-05-26,13510.79516575,13510.79516575
2007-05-27,13514.3100585,13514.3100585
2007-05-28,13517.82495125,13517.82495125
2007-05-29,13521.339844,13521.339844
2007-05-30,13633.080078,13633.080078
2007-05-31,13627.639648,13627.639648
2007-06-01,13668.110352,13668.110352
2007-06-02,13670.847005666667,13670.847005666667
2007-06-03,13673.583659333333,13673.583659333333
2007-06-04,13676.320313,13676.320313
2007-06-05,13595.459961,13595.459961
2007-06-06,13465.669922,13465.669922
2007-06-07,13266.730469,13266.730469
2007-06-08,13424.389648,13424.389648
2007-06-09,13424.579752333333,13424.579752333333
2007-06-10,13424.769856666668,13424.769856666668
2007-06-11,13424.959961,13424.959961
2007-06-12,13295.009766,13295.009766
2007-06-13,13482.349609,13482.349609
2007-06-14,13553.730469,13553.730469
2007-06-15,13639.480469,13639.480469
2007-06-16,13630.647135666666,13630.647135666666
2007-06-17,13621.813802333334,13621.813802333334
2007-06-18,13612.980469,13612.980469
2007-06-19,13635.419922,13635.419922
2007-06-20,13489.419922,13489.419922
2007-06-21,13545.839844,13545.839844
2007-06-22,13360.259766,13360.259766
2007-06-23,13357.523112333332,13357.523112333332
2007-06-24,13354.786458666667,13354.786458666667
2007-06-25,13352.049805,13352.049805
2007-06-26,13337.660156,13337.660156
2007-06-27,13427.730469,13427.730469
2007-06-28,13422.280273,13422.280273
2007-06-29,13408.620117,13408.620117
2007-06-30,13450.889974,13450.889974
2007-07-01,13493.159831,13493.159831
2007-07-02,13535.429688,13535.429688
2007-07-03,13577.299805,13577.299805
2007-07-04,13571.5698245,13571.5698245
2007-07-05,13565.839844,13565.839844
2007-07-06,13611.679688,13611.679688
2007-07-07,13624.443034333333,13624.443034333333
2007-07-08,13637.206380666667,13637.206380666667
2007-07-09,13649.969727,13649.969727
2007-07-10,13501.700195,13501.700195
2007-07-11,13577.870117,13577.870117
2007-07-12,13861.730469,13861.730469
2007-07-13,13907.25,13907.25
2007-07-14,13921.826823,13921.826823
2007-07-15,13936.403646,13936.403646
2007-07-16,13950.980469,13950.980469
2007-07-17,13971.549805,13971.549805
2007-07-18,13918.219727,13918.219727
2007-07-19,14000.410156,14000.410156
2007-07-20,13851.080078,13851.080078
2007-07-21,13881.860026,13881.860026
2007-07-22,13912.639974,13912.639974
2007-07-23,13943.419922,13943.419922
2007-07-24,13716.950195,13716.950195
2007-07-25,13785.070313,13785.070313
2007-07-26,13473.570313,13473.570313
2007-07-27,13265.469727,13265.469727
2007-07-28,13296.416341333334,13296.416341333334
2007-07-29,13327.362955666666,13327.362955666666
2007-07-30,13358.30957,13358.30957
2007-07-31,13211.990234,13211.990234
2007-08-01,13362.370117,13362.370117
2007-08-02,13463.330078,13463.330078
2007-08-03,13181.910156,13181.910156
2007-08-04,13277.533528333333,13277.533528333333
2007-08-05,13373.156900666667,13373.156900666667
2007-08-06,13468.780273,13468.780273
2007-08-07,13504.299805,13504.299805
2007-08-08,13657.860352,13657.860352
2007-08-09,13270.679688,13270.679688
2007-08-10,13239.540039,13239.540039
2007-08-11,13238.536783666666,13238.536783666666
2007-08-12,13237.533528333333,13237.533528333333
2007-08-13,13236.530273,13236.530273
2007-08-14,13028.919922,13028.919922
2007-08-15,12861.469727,12861.469727
2007-08-16,12845.780273,12845.780273
2007-08-17,13079.080078,13079.080078
2007-08-18,13093.169921666668,13093.169921666668
2007-08-19,13107.259765333334,13107.259765333334
2007-08-20,13121.349609,13121.349609
2007-08-21,13090.860352,13090.860352
2007-08-22,13236.129883,13236.129883
2007-08-23,13235.879883,13235.879883
2007-08-24,13378.870117,13378.870117
2007-08-25,13359.956705666667,13359.956705666667
2007-08-26,13341.043294333333,13341.043294333333
2007-08-27,13322.129883,13322.129883
2007-08-28,13041.849609,13041.849609
2007-08-29,13289.290039,13289.290039
2007-08-30,13238.730469,13238.730469
2007-08-31,13357.740234,13357.740234
2007-09-01,13380.5202635,13380.5202635
2007-09-02,13403.300293,13403.300293
2007-09-03,13426.0803225,13426.0803225
2007-09-04,13448.860352,13448.860352
2007-09-05,13305.469727,13305.469727
2007-09-06,13363.349609,13363.349609
2007-09-07,13113.379883,13113.379883
2007-09-08,13118.203125,13118.203125
2007-09-09,13123.026367,13123.026367
2007-09-10,13127.849609,13127.849609
2007-09-11,13308.389648,13308.389648
2007-09-12,13291.650391,13291.650391
2007-09-13,13424.879883,13424.879883
2007-09-14,13442.519531,13442.519531
2007-09-15,13429.486327999999,13429.486327999999
2007-09-16,13416.453125,13416.453125
2007-09-17,13403.419922,13403.419922
2007-09-18,13739.389648,13739.389648
2007-09-19,13815.55957,13815.55957
2007-09-20,13766.700195,13766.700195
2007-09-21,13820.19043,13820.19043
2007-09-22,13799.813476666666,13799.813476666666
2007-09-23,13779.436523333334,13779.436523333334
2007-09-24,13759.05957,13759.05957
2007-09-25,13778.650391,13778.650391
2007-09-26,13878.150391,13878.150391
2007-09-27,13912.94043,13912.94043
2007-09-28,13895.629883,13895.629883
2007-09-29,13959.603190333333,13959.603190333333
2007-09-30,14023.576497666667,14023.576497666667
2007-10-01,14087.549805,14087.549805
2007-10-02,14047.30957,14047.30957
2007-10-03,13968.049805,13968.049805
2007-10-04,13974.30957,13974.30957
2007-10-05,14066.009766,14066.009766
2007-10-06,14058.583333666666,14058.583333666666
2007-10-07,14051.156901333334,14051.156901333334
2007-10-08,14043.730469,14043.730469
2007-10-09,14164.530273,14164.530273
2007-10-10,14078.69043,14078.69043
2007-10-11,14015.120117,14015.120117
2007-10-12,14093.080078,14093.080078
2007-10-13,14056.986653666667,14056.986653666667
2007-10-14,14020.893229333335,14020.893229333335
2007-10-15,13984.799805,13984.799805
2007-10-16,13912.94043,13912.94043
2007-10-17,13892.540039,13892.540039
2007-10-18,13888.959961,13888.959961
2007-10-19,13522.019531,13522.019531
2007-10-20,13537.002929666667,13537.002929666667
2007-10-21,13551.986328333332,13551.986328333332
2007-10-22,13566.969727,13566.969727
2007-10-23,13676.230469,13676.230469
2007-10-24,13675.25,13675.25
2007-10-25,13671.919922,13671.919922
2007-10-26,13806.700195,13806.700195
2007-10-27,13827.886718666667,13827.886718666667
2007-10-28,13849.073242333332,13849.073242333332
2007-10-29,13870.259766,13870.259766
2007-10-30,13792.469727,13792.469727
2007-10-31,13930.009766,13930.009766
2007-11-01,13567.870117,13567.870117
2007-11-02,13595.099609,13595.099609
2007-11-03,13577.866536333333,13577.866536333333
2007-11-04,13560.633463666667,13560.633463666667
2007-11-05,13543.400391,13543.400391
2007-11-06,13660.94043,13660.94043
2007-11-07,13300.019531,13300.019531
2007-11-08,13266.290039,13266.290039
2007-11-09,13042.740234,13042.740234
2007-11-10,13024.343424333334,13024.343424333334
2007-11-11,13005.946614666667,13005.946614666667
2007-11-12,12987.549805,12987.549805
2007-11-13,13307.089844,13307.089844
2007-11-14,13231.009766,13231.009766
2007-11-15,13110.049805,13110.049805
2007-11-16,13176.790039,13176.790039
2007-11-17,13104.006836,13104.006836
2007-11-18,13031.223633,13031.223633
2007-11-19,12958.44043,12958.44043
2007-11-20,13010.139648,13010.139648
2007-11-21,12799.040039,12799.040039
2007-11-22,12889.959961,12889.959961
2007-11-23,12980.879883,12980.879883
2007-11-24,12901.733398666667,12901.733398666667
2007-11-25,12822.586914333333,12822.586914333333
2007-11-26,12743.44043,12743.44043
2007-11-27,12958.44043,12958.44043
2007-11-28,13289.450195,13289.450195
2007-11-29,13311.730469,13311.730469
2007-11-30,13371.719727,13371.719727
2007-12-01,13352.669922333333,13352.669922333333
2007-12-02,13333.620117666667,13333.620117666667
2007-12-03,13314.570313,13314.570313
2007-12-04,13248.730469,13248.730469
2007-12-05,13444.959961,13444.959961
2007-12-06,13619.889648,13619.889648
2007-12-07,13625.580078,13625.580078
2007-12-08,13659.396809666667,13659.396809666667
2007-12-09,13693.213541333334,13693.213541333334
2007-12-10,13727.030273,13727.030273
2007-12-11,13432.769531,13432.769531
2007-12-12,13473.900391,13473.900391
2007-12-13,13517.959961,13517.959961
2007-12-14,13339.849609,13339.849609
2007-12-15,13282.299804333334,13282.299804333334
2007-12-16,13224.749999666667,13224.749999666667
2007-12-17,13167.200195,13167.200195
2007-12-18,13232.469727,13232.469727
2007-12-19,13207.269531,13207.269531
2007-12-20,13245.639648,13245.639648
2007-12-21,13450.650391,13450.650391
2007-12-22,13483.780273666665,13483.780273666665
2007-12-23,13516.910156333333,13516.910156333333
2007-12-24,13550.040039,13550.040039
2007-12-25,13550.865234500001,13550.865234500001
2007-12-26,13551.69043,13551.69043
2007-12-27,13359.610352,13359.610352
2007-12-28,13365.870117,13365.870117
2007-12-29,13332.186849,13332.186849
2007-12-30,13298.503581,13298.503581
2007-12-31,13264.820313,13264.820313
2008-01-01,13154.390137,13154.390137
2008-01-02,13043.959961,13043.959961
2008-01-03,13056.719727,13056.719727
2008-01-04,12800.179688,12800.179688
2008-01-05,12809.283203333334,12809.283203333334
2008-01-06,12818.386718666667,12818.386718666667
2008-01-07,12827.490234,12827.490234
2008-01-08,12589.070313,12589.070313
2008-01-09,12735.30957,12735.30957
2008-01-10,12853.089844,12853.089844
2008-01-11,12606.299805,12606.299805
2008-01-12,12663.583333666667,12663.583333666667
2008-01-13,12720.866862333332,12720.866862333332
2008-01-14,12778.150391,12778.150391
2008-01-15,12501.110352,12501.110352
2008-01-16,12466.160156,12466.160156
2008-01-17,12159.209961,12159.209961
2008-01-18,12099.299805,12099.299805
2008-01-19,12067.27246125,12067.27246125
2008-01-20,12035.2451175,12035.2451175
2008-01-21,12003.21777375,12003.21777375
2008-01-22,11971.19043,11971.19043
2008-01-23,12270.169922,12270.169922
2008-01-24,12378.610352,12378.610352
2008-01-25,12207.169922,12207.169922
2008-01-26,12266.076497333333,12266.076497333333
2008-01-27,12324.983072666666,12324.983072666666
2008-01-28,12383.889648,12383.889648
2008-01-29,12480.299805,12480.299805
2008-01-30,12442.830078,12442.830078
2008-01-31,12650.360352,12650.360352
2008-02-01,12743.19043,12743.19043
2008-02-02,12707.180338666667,12707.180338666667
2008-02-03,12671.170247333333,12671.170247333333
2008-02-04,12635.160156,12635.160156
2008-02-05,12265.129883,12265.129883
2008-02-06,12200.099609,12200.099609
2008-02-07,12247.0,12247.0
2008-02-08,12182.129883,12182.129883
2008-02-09,12201.423177333332,12201.423177333332
2008-02-10,12220.716471666667,12220.716471666667
2008-02-11,12240.009766,12240.009766
2008-02-12,12373.410156,12373.410156
2008-02-13,12552.240234,12552.240234
2008-02-14,12376.980469,12376.980469
2008-02-15,12348.209961,12348.209961
2008-02-16,12345.462402500001,12345.462402500001
2008-02-17,12342.714844,12342.714844
2008-02-18,12339.967285499999,12339.967285499999
2008-02-19,12337.219727,12337.219727
2008-02-20,12427.259766,12427.259766
2008-02-21,12284.299805,12284.299805
2008-02-22,12381.019531,12381.019531
2008-02-23,12444.086263,12444.086263
2008-02-24,12507.152995,12507.152995
2008-02-25,12570.219727,12570.219727
2008-02-26,12684.919922,12684.919922
2008-02-27,12694.280273,12694.280273
2008-02-28,12582.179688,12582.179688
2008-02-29,12266.389648,12266.389648
2008-03-01,12263.893229,12263.893229
2008-03-02,12261.39681,12261.39681
2008-03-03,12258.900391,12258.900391
2008-03-04,12213.799805,12213.799805
2008-03-05,12254.990234,12254.990234
2008-03-06,12040.389648,12040.389648
2008-03-07,11893.69043,11893.69043
2008-03-08,11842.510417,11842.510417
2008-03-09,11791.330404,11791.330404
2008-03-10,11740.150391,11740.150391
2008-03-11,12156.80957,12156.80957
2008-03-12,12110.240234,12110.240234
2008-03-13,12145.740234,12145.740234
2008-03-14,11951.089844,11951.089844
2008-03-15,11958.143229333333,11958.143229333333
2008-03-16,11965.196614666667,11965.196614666667
2008-03-17,11972.25,11972.25
2008-03-18,12392.660156,12392.660156
2008-03-19,12099.660156,12099.660156
2008-03-20,12361.320313,12361.320313
2008-03-21,12408.15014675,12408.15014675
2008-03-22,12454.9799805,12454.9799805
2008-03-23,12501.80981425,12501.80981425
2008-03-24,12548.639648,12548.639648
2008-03-25,12532.599609,12532.599609
2008-03-26,12422.860352,12422.860352
2008-03-27,12302.459961,12302.459961
2008-03-28,12216.400391,12216.400391
2008-03-29,12231.89681,12231.89681
2008-03-30,12247.393229,12247.393229
2008-03-31,12262.889648,12262.889648
2008-04-01,12654.360352,12654.360352
2008-04-02,12608.919922,12608.919922
2008-04-03,12626.030273,12626.030273
2008-04-04,12609.419922,12609.419922
2008-04-05,12610.423177333332,12610.423177333332
2008-04-06,12611.426432666667,12611.426432666667
2008-04-07,12612.429688,12612.429688
2008-04-08,12576.44043,12576.44043
2008-04-09,12527.259766,12527.259766
2008-04-10,12581.980469,12581.980469
2008-04-11,12325.419922,12325.419922
2008-04-12,12317.633138,12317.633138
2008-04-13,12309.846354,12309.846354
2008-04-14,12302.05957,12302.05957
2008-04-15,12362.469727,12362.469727
2008-04-16,12619.269531,12619.269531
2008-04-17,12620.490234,12620.490234
2008-04-18,12849.360352,12849.360352
2008-04-19,12841.246745,12841.246745
2008-04-20,12833.133138,12833.133138
2008-04-21,12825.019531,12825.019531
2008-04-22,12720.230469,12720.230469
2008-04-23,12763.219727,12763.219727
2008-04-24,12848.950195,12848.950195
2008-04-25,12891.860352,12891.860352
2008-04-26,12885.156901333334,12885.156901333334
2008-04-27,12878.453450666666,12878.453450666666
2008-04-28,12871.75,12871.75
2008-04-29,12831.94043,12831.94043
2008-04-30,12820.129883,12820.129883
2008-05-01,13010.0,13010.0
2008-05-02,13058.200195,13058.200195
2008-05-03,13028.646809666667,13028.646809666667
2008-05-04,12999.093424333332,12999.093424333332
2008-05-05,12969.540039,12969.540039
2008-05-06,13020.830078,13020.830078
2008-05-07,12814.349609,12814.349609
2008-05-08,12866.780273,12866.780273
2008-05-09,12745.879883,12745.879883
2008-05-10,12789.356445333333,12789.356445333333
2008-05-11,12832.833007666666,12832.833007666666
2008-05-12,12876.30957,12876.30957
2008-05-13,12832.179688,12832.179688
2008-05-14,12898.379883,12898.379883
2008-05-15,12992.660156,12992.660156
2008-05-16,12986.799805,12986.799805
2008-05-17,13000.586588666667,13000.586588666667
2008-05-18,13014.373372333333,13014.373372333333
2008-05-19,13028.160156,13028.160156
2008-05-20,12828.679688,12828.679688
2008-05-21,12601.19043,12601.19043
2008-05-22,12625.620117,12625.620117
2008-05-23,12479.629883,12479.629883
2008-05-24,12496.8098145,12496.8098145
2008-05-25,12513.989746,12513.989746
2008-05-26,12531.1696775,12531.1696775
2008-05-27,12548.349609,12548.349609
2008-05-28,12594.030273,12594.030273
2008-05-29,12646.219727,12646.219727
2008-05-30,12638.320313,12638.320313
2008-05-31,12593.486979666666,12593.486979666666
2008-06-01,12548.653646333334,12548.653646333334
2008-06-02,12503.820313,12503.820313
2008-06-03,12402.849609,12402.849609
2008-06-04,12390.480469,12390.480469
2008-06-05,12604.450195,12604.450195
2008-06-06,12209.80957,12209.80957
2008-06-07,12233.313151,12233.313151
2008-06-08,12256.816732,12256.816732
2008-06-09,12280.320313,12280.320313
2008-06-10,12289.759766,12289.759766
2008-06-11,12083.769531,12083.769531
2008-06-12,12141.580078,12141.580078
2008-06-13,12307.349609,12307.349609
2008-06-14,12294.593098666668,12294.593098666668
2008-06-15,12281.836588333334,12281.836588333334
2008-06-16,12269.080078,12269.080078
2008-06-17,12160.299805,12160.299805
2008-06-18,12029.05957,12029.05957
2008-06-19,12063.089844,12063.089844
2008-06-20,11842.69043,11842.69043
2008-06-21,11842.580404,11842.580404
2008-06-22,11842.470378,11842.470378
2008-06-23,11842.360352,11842.360352
2008-06-24,11807.429688,11807.429688
2008-06-25,11811.830078,11811.830078
2008-06-26,11453.419922,11453.419922
2008-06-27,11346.509766,11346.509766
2008-06-28,11347.676432666665,11347.676432666665
2008-06-29,11348.843099333333,11348.843099333333
2008-06-30,11350.009766,11350.009766
2008-07-01,11382.259766,11382.259766
2008-07-02,11215.509766,11215.509766
2008-07-03,11288.540039,11288.540039
2008-07-04,11274.3950195,11274.3950195
2008-07-05,11260.25,11260.25
2008-07-06,11246.1049805,11246.1049805
2008-07-07,11231.959961,11231.959961
2008-07-08,11384.209961,11384.209961
2008-07-09,11147.44043,11147.44043
2008-07-10,11229.019531,11229.019531
2008-07-11,11100.540039,11100.540039
2008-07-12,11085.423502666667,11085.423502666667
2008-07-13,11070.306966333334,11070.306966333334
2008-07-14,11055.19043,11055.19043
2008-07-15,10962.540039,10962.540039
2008-07-16,11239.280273,11239.280273
2008-07-17,11446.660156,11446.660156
2008-07-18,11496.570313,11496.570313
2008-07-19,11486.826823333333,11486.826823333333
2008-07-20,11477.083333666667,11477.083333666667
2008-07-21,11467.339844,11467.339844
2008-07-22,11602.5,11602.5
2008-07-23,11632.379883,11632.379883
2008-07-24,11349.280273,11349.280273
2008-07-25,11370.69043,11370.69043
2008-07-26,11290.820312666667,11290.820312666667
2008-07-27,11210.950195333335,11210.950195333335
2008-07-28,11131.080078,11131.080078
2008-07-29,11397.55957,11397.55957
2008-07-30,11583.69043,11583.69043
2008-07-31,11378.019531,11378.019531
2008-08-01,11326.320313,11326.320313
2008-08-02,11312.263672333333,11312.263672333333
2008-08-03,11298.207031666667,11298.207031666667
2008-08-04,11284.150391,11284.150391
2008-08-05,11615.769531,11615.769531
2008-08-06,11656.070313,11656.070313
2008-08-07,11431.429688,11431.429688
2008-08-08,11734.320313,11734.320313
2008-08-09,11750.330078333334,11750.330078333334
2008-08-10,11766.339843666667,11766.339843666667
2008-08-11,11782.349609,11782.349609
2008-08-12,11642.469727,11642.469727
2008-08-13,11532.959961,11532.959961
2008-08-14,11615.929688,11615.929688
2008-08-15,11659.900391,11659.900391
2008-08-16,11599.730143333332,11599.730143333332
2008-08-17,11539.559895666667,11539.559895666667
2008-08-18,11479.389648,11479.389648
2008-08-19,11348.549805,11348.549805
2008-08-20,11417.429688,11417.429688
2008-08-21,11430.209961,11430.209961
2008-08-22,11628.05957,11628.05957
2008-08-23,11547.45638,11547.45638
2008-08-24,11466.85319,11466.85319
2008-08-25,11386.25,11386.25
2008-08-26,11412.870117,11412.870117
2008-08-27,11502.509766,11502.509766
2008-08-28,11715.179688,11715.179688
2008-08-29,11543.959961,11543.959961
2008-08-30,11537.19995125,11537.19995125
2008-08-31,11530.4399415,11530.4399415
2008-09-01,11523.679931749999,11523.679931749999
2008-09-02,11516.919922,11516.919922
2008-09-03,11532.879883,11532.879883
2008-09-04,11188.230469,11188.230469
2008-09-05,11220.959961,11220.959961
2008-09-06,11317.553385333335,11317.553385333335
2008-09-07,11414.146809666667,11414.146809666667
2008-09-08,11510.740234,11510.740234
2008-09-09,11230.730469,11230.730469
2008-09-10,11268.919922,11268.919922
2008-09-11,11433.709961,11433.709961
2008-09-12,11421.990234,11421.990234
2008-09-13,11253.830078,11253.830078
2008-09-14,11085.669922,11085.669922
2008-09-15,10917.509766,10917.509766
2008-09-16,11059.019531,11059.019531
2008-09-17,10609.660156,10609.660156
2008-09-18,11019.69043,11019.69043
2008-09-19,11388.44043,11388.44043
2008-09-20,11264.19043,11264.19043
2008-09-21,11139.94043,11139.94043
2008-09-22,11015.69043,11015.69043
2008-09-23,10854.169922,10854.169922
2008-09-24,10825.169922,10825.169922
2008-09-25,11022.05957,11022.05957
2008-09-26,11143.129883,11143.129883
2008-09-27,10883.903320333333,10883.903320333333
2008-09-28,10624.676757666666,10624.676757666666
2008-09-29,10365.450195,10365.450195
2008-09-30,10850.660156,10850.660156
2008-10-01,10831.070313,10831.070313
2008-10-02,10482.849609,10482.849609
2008-10-03,10325.379883,10325.379883
2008-10-04,10202.086588666667,10202.086588666667
2008-10-05,10078.793294333333,10078.793294333333
2008-10-06,9955.5,9955.5
2008-10-07,9447.110352,9447.110352
2008-10-08,9258.099609,9258.099609
2008-10-09,8579.19043,8579.19043
2008-10-10,8451.19043,8451.19043
2008-10-11,8763.330404,8763.330404
2008-10-12,9075.470378,9075.470378
2008-10-13,9387.610352,9387.610352
2008-10-14,9310.990234,9310.990234
2008-10-15,8577.910156,8577.910156
2008-10-16,8979.259766,8979.259766
2008-10-17,8852.219727,8852.219727
2008-10-18,8989.956380666667,8989.956380666667
2008-10-19,9127.693034333333,9127.693034333333
2008-10-20,9265.429688,9265.429688
2008-10-21,9033.660156,9033.660156
2008-10-22,8519.209961,8519.209961
2008-10-23,8691.25,8691.25
2008-10-24,8378.950195,8378.950195
2008-10-25,8311.223469999999,8311.223469999999
2008-10-26,8243.496745,8243.496745
2008-10-27,8175.77002,8175.77002
2008-10-28,9065.120117,9065.120117
2008-10-29,8990.959961,8990.959961
2008-10-30,9180.69043,9180.69043
2008-10-31,9325.009766,9325.009766
2008-11-01,9323.283203333332,9323.283203333332
2008-11-02,9321.556640666668,9321.556640666668
2008-11-03,9319.830078,9319.830078
2008-11-04,9625.280273,9625.280273
2008-11-05,9139.269531,9139.269531
2008-11-06,8695.790039,8695.790039
2008-11-07,8943.80957,8943.80957
2008-11-08,8919.386392999999,8919.386392999999
2008-11-09,8894.963216,8894.963216
2008-11-10,8870.540039,8870.540039
2008-11-11,8693.959961,8693.959961
2008-11-12,8282.660156,8282.660156
2008-11-13,8835.25,8835.25
2008-11-14,8497.30957,8497.30957
2008-11-15,8422.733072666666,8422.733072666666
2008-11-16,8348.156575333334,8348.156575333334
2008-11-17,8273.580078,8273.580078
2008-11-18,8424.75,8424.75
2008-11-19,7997.279785,7997.279785
2008-11-20,7552.290039,7552.290039
2008-11-21,8046.419922,8046.419922
2008-11-22,8178.743164,8178.743164
2008-11-23,8311.066406,8311.066406
2008-11-24,8443.389648,8443.389648
2008-11-25,8479.469727,8479.469727
2008-11-26,8726.610352,8726.610352
2008-11-27,8777.8251955,8777.8251955
2008-11-28,8829.040039,8829.040039
2008-11-29,8602.389974,8602.389974
2008-11-30,8375.739909,8375.739909
2008-12-01,8149.089844,8149.089844
2008-12-02,8419.089844,8419.089844
2008-12-03,8591.69043,8591.69043
2008-12-04,8376.240234,8376.240234
2008-12-05,8635.419922,8635.419922
2008-12-06,8735.006510666666,8735.006510666666
