26,708.580017
25,700.01001
24,688.919983
23,701.450012
22,707.450012
19,695.030029
18,710
17,698.090027
16,692.97998
12,690.26001
11,675
10,686.859985
9,672.320007
8,667.849976
5,703.869995
4,722.809998
3,770.219971
2,784.5
1,750.460022
