Date,Close,Change,Momentum
2013-07-31,23.34,0.0,0
2013-08-01,23.200001,0.0059982433590402544,0
2013-08-02,23.219998999999998,0.000861982721466155,1
2013-08-05,22.92,0.012919854130915173,0
2013-08-06,22.799999,0.005235645724258378,0
2013-08-07,22.700001,0.0043858773853454715,0
2013-08-08,22.450001,0.011013215373867164,0
2013-08-09,22.51,0.002672561128171052,1
2013-08-12,22.639999,0.00577516659262541,1
2013-08-13,22.52,0.005300309421391758,0
2013-08-14,22.57,0.002220248667850831,1
2013-08-15,22.030001000000002,0.023925520602569698,0
2013-08-16,21.91,0.005447162712339505,0
2013-08-19,22.280001000000002,0.016887311729803834,1
2013-08-20,22.52,0.01077194745188734,1
2013-08-21,22.17,0.015541740674955501,0
2013-08-22,22.26,0.0040595399188091946,1
2013-08-23,22.440001000000002,0.008086298292902099,1
2013-08-26,22.27,0.007575801801434978,0
2013-08-27,22.190001000000002,0.003592231701840919,0
2013-08-28,22.290001,0.0045065342719001165,1
2013-08-29,22.059998999999998,0.010318617751520176,0
2013-08-30,21.98,0.003626428088233244,0
2013-09-03,22.07,0.004094631483166508,1
2013-09-04,22.639999,0.025826869053013107,1
2013-09-05,22.6,0.0017667403607216643,0
2013-09-06,22.67,0.0030973451327433754,1
2013-09-09,22.91,0.01058667842964263,1
2013-09-10,22.98,0.0030554343081623868,1
2013-09-11,22.809998999999998,0.007397780678851293,0
2013-09-12,22.629998999999998,0.007891276102204114,0
2013-09-13,23.440001000000002,0.03579328483399422,1
2013-09-16,23.389999,0.002133191035273538,0
2013-09-17,23.74,0.014963703076686702,1
2013-09-18,23.9,0.006739679865206409,1
2013-09-19,23.91,0.0004184100418410696,1
2013-09-20,23.77,0.0058552906733584514,0
2013-09-23,23.620001000000002,0.006310433319309952,0
2013-09-24,23.700001,0.003386960059823803,1
2013-09-25,23.700001,0.0,0
2013-09-26,23.41,0.012236328597623273,0
2013-09-27,22.98,0.018368218709952998,0
2013-09-30,22.92,0.0026109660574411974,0
2013-10-01,22.83,0.003926701570680776,0
2013-10-02,22.889999,0.0026280770915462657,1
2013-10-03,22.6,0.01266924476492979,0
2013-10-04,22.809998999999998,0.009291991150442313,1
2013-10-07,22.83,0.0008768522962232749,1
2013-10-08,22.48,0.01533070521243968,0
2013-10-09,22.59,0.004893238434163676,1
2013-10-10,23.1,0.02257636122177962,1
2013-10-11,23.26,0.0069264069264069325,1
2013-10-14,23.450001,0.0081685726569217,1
2013-10-15,23.389999,0.0025587205731889212,0
2013-10-16,23.700001,0.013253613221616674,1
2013-10-17,23.92,0.009282657836174834,1
2013-10-18,23.879998999999998,0.001672282608695808,0
2013-10-21,24.139999,0.010887772650241802,1
2013-10-22,24.07,0.0028997101449755344,0
2013-10-23,23.74,0.01371001246364777,0
2013-10-24,23.780001000000002,0.0016849620893009153,1
2013-10-25,24.24,0.019343943677714574,1
2013-10-28,24.360001,0.0049505363036304465,1
2013-10-29,24.52,0.006568103178649258,1
2013-10-30,24.5,0.0008156606851549581,0
2013-10-31,24.469998999999998,0.0012245306122449864,0
2013-11-01,24.33,0.005721250744636301,0
2013-11-04,24.26,0.0028771064529386245,0
2013-11-05,24.030001000000002,0.009480585325638887,0
2013-11-06,24.25,0.009155180642730635,1
2013-11-07,24.059998999999998,0.00783509278350525,0
2013-11-08,24.09,0.0012469244076029333,1
2013-11-11,24.17,0.003320880033208877,1
2013-11-12,24.43,0.010757136946627967,1
2013-11-13,24.6,0.006958657388456886,1
2013-11-14,24.389999,0.008536626016260238,0
2013-11-15,24.52,0.005330094519479071,1
2013-11-18,24.6,0.0032626427406199777,1
2013-11-19,24.700001,0.004065081300812963,1
2013-11-20,24.559998999999998,0.0056680969365144,0
2013-11-21,25.23,0.027280172120528294,1
2013-11-22,23.870001000000002,0.05390404280618305,0
2013-11-25,23.75,0.005027272516662316,0
2013-11-26,23.65,0.0042105263157895334,0
2013-11-27,23.9,0.010570824524312896,1
2013-11-29,23.84,0.0025104602510459717,0
2013-12-02,23.700001,0.005872441275167766,0
2013-12-03,23.549999,0.006329198045181544,0
2013-12-04,23.74,0.00806798335745147,1
2013-12-05,24.26,0.02190395956192094,1
2013-12-06,24.82,0.023083264633140917,1
2013-12-09,24.93,0.004431909750201427,1
2013-12-10,24.82,0.004412354592859985,0
2013-12-11,24.42,0.016116035455277945,0
2013-12-12,24.469998999999998,0.002047461097460939,1
2013-12-13,24.290001,0.007355864624268994,0
2013-12-16,24.450001,0.00658707259830908,1
2013-12-17,24.66,0.008588915804134315,1
2013-12-18,25.15,0.019870235198702287,1
2013-12-19,25.139999,0.0003976540755466815,0
2013-12-20,25.059998999999998,0.003182179919736745,0
2013-12-23,25.32,0.010375140078816548,1
2013-12-24,25.43,0.0043443917851500565,1
