66.425713,0,0.00929373069940321,0.6,0.010780960832331135,0.2,0.39999999999999997
296.910004,0,0.008608448394117596,0.2,0.010780960832331135,0.2,0.39999999999999997
22.700001,0,0.005880320664205086,0.2,0.010780960832331135,0.2,0.39999999999999997
32.060001,1,0.007445753006183824,0.4,0.010780960832331135,0.2,0.39999999999999997
442.447296,0,0.0077602197874831426,0.4,0.010780960832331135,0.2,0.39999999999999997
32.240002000000004,0,0.010780960832331135,0.2,0.010780960832331135,0.2,0.39999999999999997
65.858574,0,0.009167187291518882,0.4,0.006276932650830463,0.2,0.36
295.73999,0,0.006508317019177122,0.0,0.006276932650830463,0.2,0.36
22.450001,0,0.006883315067170469,0.2,0.006276932650830463,0.2,0.36
32.889999,1,0.01155569281276851,0.6,0.006276932650830463,0.2,0.36
443.445801,1,0.0045010672985533046,0.4,0.006276932650830463,0.2,0.36
32.310001,1,0.006276932650830463,0.2,0.006276932650830463,0.2,0.36
64.921425,0,0.009446782141771332,0.2,0.007427645193309382,0.2,0.27999999999999997
297.26001,1,0.006646110327099543,0.2,0.007427645193309382,0.2,0.27999999999999997
22.51,1,0.007245430748511447,0.2,0.007427645193309382,0.2,0.27999999999999997
32.700001,0,0.01132172593481051,0.4,0.007427645193309382,0.2,0.27999999999999997
442.328094,0,0.004485391668889586,0.2,0.007427645193309382,0.2,0.27999999999999997
31.91,0,0.007427645193309382,0.2,0.007427645193309382,0.2,0.27999999999999997
66.76571700000001,1,0.012140541710329036,0.2,0.005497242263526047,0.4,0.4
296.690002,0,0.004912658954367921,0.2,0.005497242263526047,0.4,0.4
22.639999,1,0.005816493240853494,0.4,0.005497242263526047,0.4,0.4
32.869999,1,0.011169885416397934,0.6,0.005497242263526047,0.4,0.4
439.893921,0,0.005239645675093928,0.2,0.005497242263526047,0.4,0.4
31.959999,1,0.005497242263526047,0.4,0.005497242263526047,0.4,0.4
69.938568,1,0.019855651461765995,0.4,0.005319467837471204,0.4,0.44000000000000006
293.970001,0,0.0065867561711810615,0.2,0.005319467837471204,0.4,0.44000000000000006
22.52,0,0.0058294259802801705,0.4,0.005319467837471204,0.4,0.44000000000000006
32.23,0,0.014306903757774967,0.6,0.005319467837471204,0.4,0.44000000000000006
437.777679,0,0.004338830632534758,0.2,0.005319467837471204,0.4,0.44000000000000006
31.91,0,0.005319467837471204,0.4,0.005319467837471204,0.4,0.44000000000000006
71.214287,1,0.023387690107943608,0.6,0.0038498917781386323,0.6,0.56
291.339996,0,0.00582244449442922,0.2,0.0038498917781386323,0.6,0.56
