Close,Index_Momentum,Index_Volatility,Sector_Momentum,Stock_Momentum,Stock_Volatility
66.425713,0.2,0.010780960832331135,0.39999999999999997,0.6,0.00929373069940321
296.910004,0.2,0.010780960832331135,0.39999999999999997,0.2,0.008608448394117596
22.700001,0.2,0.010780960832331135,0.39999999999999997,0.2,0.005880320664205086
32.060001,0.2,0.010780960832331135,0.39999999999999997,0.4,0.007445753006183824
442.447296,0.2,0.010780960832331135,0.39999999999999997,0.4,0.0077602197874831426
32.240002000000004,0.2,0.010780960832331135,0.39999999999999997,0.2,0.010780960832331135
65.858574,0.2,0.006276932650830463,0.36,0.4,0.009167187291518882
295.73999,0.2,0.006276932650830463,0.36,0.0,0.006508317019177122
22.450001,0.2,0.006276932650830463,0.36,0.2,0.006883315067170469
32.889999,0.2,0.006276932650830463,0.36,0.6,0.01155569281276851
443.445801,0.2,0.006276932650830463,0.36,0.4,0.0045010672985533046
32.310001,0.2,0.006276932650830463,0.36,0.2,0.006276932650830463
64.921425,0.2,0.007427645193309382,0.27999999999999997,0.2,0.009446782141771332
297.26001,0.2,0.007427645193309382,0.27999999999999997,0.2,0.006646110327099543
22.51,0.2,0.007427645193309382,0.27999999999999997,0.2,0.007245430748511447
32.700001,0.2,0.007427645193309382,0.27999999999999997,0.4,0.01132172593481051
442.328094,0.2,0.007427645193309382,0.27999999999999997,0.2,0.004485391668889586
31.91,0.2,0.007427645193309382,0.27999999999999997,0.2,0.007427645193309382
66.76571700000001,0.4,0.005497242263526047,0.4,0.2,0.012140541710329036
296.690002,0.4,0.005497242263526047,0.4,0.2,0.004912658954367921
22.639999,0.4,0.005497242263526047,0.4,0.4,0.005816493240853494
32.869999,0.4,0.005497242263526047,0.4,0.6,0.011169885416397934
439.893921,0.4,0.005497242263526047,0.4,0.2,0.005239645675093928
31.959999,0.4,0.005497242263526047,0.4,0.4,0.005497242263526047
69.938568,0.4,0.005319467837471204,0.44000000000000006,0.4,0.019855651461765995
293.970001,0.4,0.005319467837471204,0.44000000000000006,0.2,0.0065867561711810615
22.52,0.4,0.005319467837471204,0.44000000000000006,0.4,0.0058294259802801705
32.23,0.4,0.005319467837471204,0.44000000000000006,0.6,0.014306903757774967
437.777679,0.4,0.005319467837471204,0.44000000000000006,0.2,0.004338830632534758
31.91,0.4,0.005319467837471204,0.44000000000000006,0.4,0.005319467837471204
71.214287,0.6,0.0038498917781386323,0.56,0.6,0.023387690107943608
291.339996,0.6,0.0038498917781386323,0.56,0.2,0.00582244449442922
22.57,0.6,0.0038498917781386323,0.56,0.6,0.005396300236781243
32.349998,0.6,0.0038498917781386323,0.56,0.6,0.01201163418743497
432.094635,0.6,0.0038498917781386323,0.56,0.2,0.0056145503069422245
31.959999,0.6,0.0038498917781386323,0.56,0.6,0.0038498917781386323
71.129997,0.4,0.008547069260763911,0.43999999999999995,0.6,0.0219168235236247
286.470001,0.4,0.008547069260763911,0.43999999999999995,0.2,0.008377487001771938
22.030001,0.4,0.008547069260763911,0.43999999999999995,0.6,0.007978761282521752
31.790001,0.4,0.008547069260763911,0.43999999999999995,0.4,0.010295969772945484
427.052429,0.4,0.008547069260763911,0.43999999999999995,0.0,0.007497038225363348
31.139999,0.4,0.008547069260763911,0.43999999999999995,0.4,0.008547069260763911
